 10.0000  0.0200100.0000
    42.     46.     52.     60.     70.     84.    106.    145.
   215.    339.    537.    815.   1144.   1442.   1574.   1460.
  1177.    860.    599.    433.    368.    393.    490.    629.
   763.    820.    758.    610.    443.    300.    196.    130.
    92.     70.     57.     49.     43.     39.     35.     32.
    29.     27.     25.     24.     22.     21.     20.     19.
    18.     17.     17.     16.     16.     15.     15.     14.
    14.     13.     13.     13.     13.     12.     12.     12.
    12.     11.     11.     11.     11.     11.     11.     10.
    10.     10.     10.     10.     10.     10.     10.     10.
    10.     10.      9.      9.      9.      9.      9.      9.
     9.      9.      9.      9.      9.      9.      9.      9.
