gDBWS - Graphic data export Powder v3.beta  -  21/12/00 10:40:00 AM
2 theta,   I obs,    I calc,  I obs - I calc 
 74.72    95.0       81.0       14.0   
 74.74    77.0       79.0       -2.0   
 74.76    77.0       78.0       -1.0   
 74.78    91.0       77.0       14.0   
 74.8     92.0       77.0       15.0   
 74.82    71.0       76.0       -5.0   
 74.84    89.0       76.0       13.0   
 74.86    90.0       77.0       13.0   
 74.88    77.0       79.0       -2.0   
 74.9     103.0      80.0       23.0   
 74.92    81.0       83.0       -2.0   
 74.94    105.0      88.0       17.0   
 74.96    90.0       98.0       -8.0   
 74.98    114.0      116.0      -2.0   
 75.0     157.0      147.0      10.0   
 75.02    215.0      194.0      21.0   
 75.04    242.0      235.0      7.0    
 75.06    247.0      234.0      13.0   
 75.08    224.0      192.0      32.0   
 75.1     161.0      149.0      12.0   
 75.12    128.0      119.0      9.0    
 75.14    100.0      104.0      -4.0   
 75.16    103.0      99.0       4.0    
 75.18    114.0      101.0      13.0   
 75.2     139.0      110.0      29.0   
 75.22    143.0      126.0      17.0   
 75.24    157.0      151.0      6.0    
 75.26    196.0      173.0      23.0   
 75.28    182.0      173.0      9.0    
 75.3     197.0      158.0      39.0   
 75.32    166.0      152.0      14.0   
 75.34    198.0      164.0      34.0   
 75.36    215.0      199.0      16.0   
 75.38    321.0      248.0      73.0   
 75.4     273.0      277.0      -4.0   
 75.42    288.0      259.0      29.0   
 75.44    257.0      222.0      35.0   
 75.46    223.0      199.0      24.0   
 75.48    222.0      204.0      18.0   
 75.5     289.0      250.0      39.0   
 75.52    381.0      356.0      25.0   
 75.54    593.0      547.0      46.0   
 75.56    934.0      810.0      124.0  
 75.58    1118.0     1029.0     89.0   
 75.6     1013.0     1001.0     12.0   
 75.62    801.0      773.0      28.0   
 75.64    530.0      528.0      2.0    
 75.66    308.0      352.0      -44.0  
 75.68    253.0      254.0      -1.0   
 75.7     225.0      212.0      13.0   
 75.72    239.0      211.0      28.0   
 75.74    277.0      248.0      29.0   
 75.76    351.0      332.0      19.0   
 75.78    479.0      449.0      30.0   
 75.8     531.0      539.0      -8.0   
 75.82    506.0      506.0      .0     
 75.84    447.0      382.0      65.0   
 75.86    270.0      263.0      7.0    
 75.88    190.0      184.0      6.0    
 75.9     190.0      140.0      50.0   
 75.92    132.0      117.0      15.0   
 75.94    123.0      104.0      19.0   
 75.96    130.0      96.0       34.0   
 75.98    113.0      91.0       22.0   
 76.0     88.0       87.0       1.0    
 76.02    106.0      84.0       22.0   
 76.04    87.0       82.0       5.0    
 76.06    74.0       80.0       -6.0   
 76.08    94.0       79.0       15.0   
 76.1     79.0       78.0       1.0    
 76.12    94.0       77.0       17.0   
 76.14    87.0       77.0       10.0   
 76.16    78.0       77.0       1.0    
 76.18    72.0       77.0       -5.0   
 76.2     84.0       77.0       7.0    
 76.22    93.0       79.0       14.0   
 76.24    110.0      80.0       30.0   
 76.26    85.0       82.0       3.0    
 76.28    107.0      84.0       23.0   
 76.3     95.0       88.0       7.0    
 76.32    105.0      91.0       14.0   
 76.34    114.0      99.0       15.0   
 76.36    116.0      114.0      2.0    
 76.38    138.0      142.0      -4.0   
 76.4     205.0      196.0      9.0    
 76.42    312.0      286.0      26.0   
 76.44    419.0      402.0      17.0   
 76.46    440.0      487.0      -47.0  
 76.48    428.0      451.0      -23.0  
 76.5     350.0      340.0      10.0   
 76.52    210.0      239.0      -29.0  
 76.54    173.0      174.0      -1.0   
 76.56    120.0      141.0      -21.0  
 76.58    153.0      129.0      24.0   
 76.6     135.0      133.0      2.0    
 76.62    176.0      152.0      24.0   
 76.64    196.0      190.0      6.0    
 76.66    242.0      245.0      -3.0   
 76.68    278.0      291.0      -13.0  
 76.7     285.0      283.0      2.0    
 76.72    230.0      230.0      .0     
 76.74    196.0      179.0      17.0   
 76.76    187.0      147.0      40.0   
 76.78    142.0      131.0      11.0   
 76.8     128.0      128.0      .0     
 76.82    173.0      133.0      40.0   
 76.84    176.0      148.0      28.0   
 76.86    214.0      182.0      32.0   
 76.88    320.0      244.0      76.0   
 76.9     428.0      336.0      92.0   
 76.92    532.0      432.0      100.0  
 76.9399  508.0      457.0      51.0   
 76.96    447.0      389.0      58.0   
 76.98    380.0      302.0      78.0   
 77.0     272.0      241.0      31.0   
 77.02    238.0      214.0      24.0   
 77.04    240.0      216.0      24.0   
 77.06    270.0      245.0      25.0   
 77.08    362.0      315.0      47.0   
 77.1     473.0      457.0      16.0   
 77.12    748.0      712.0      36.0   
 77.14    1087.0     1083.0     4.0    
 77.16    1450.0     1455.0     -5.0   
 77.18    1530.0     1541.0     -11.0  
 77.2     1246.0     1244.0     2.0    
 77.22    801.0      851.0      -50.0  
 77.24    528.0      556.0      -28.0  
 77.26    358.0      385.0      -27.0  
 77.28    286.0      307.0      -21.0  
 77.3     274.0      288.0      -14.0  
 77.32    340.0      317.0      23.0   
 77.34    418.0      402.0      16.0   
 77.36    519.0      557.0      -38.0  
 77.38    752.0      769.0      -17.0  
 77.4     874.0      948.0      -74.0  
 77.42    957.0      999.0      -42.0  
 77.4399  987.0      999.0      -12.0  
 77.46    943.0      986.0      -43.0  
 77.48    769.0      851.0      -82.0  
 77.5     592.0      626.0      -34.0  
 77.52    385.0      428.0      -43.0  
 77.54    285.0      299.0      -14.0  
 77.56    212.0      229.0      -17.0  
 77.58    199.0      196.0      3.0    
 77.6     200.0      190.0      10.0   
 77.62    214.0      209.0      5.0    
 77.64    258.0      259.0      -1.0   
 77.66    281.0      340.0      -59.0  
 77.68    423.0      426.0      -3.0   
 77.7     373.0      446.0      -73.0  
 77.72    331.0      372.0      -41.0  
 77.74    318.0      272.0      46.0   
 77.76    178.0      195.0      -17.0  
 77.78    144.0      148.0      -4.0   
 77.8     128.0      122.0      6.0    
 77.82    107.0      108.0      -1.0   
 77.84    106.0      101.0      5.0    
 77.86    117.0      99.0       18.0   
 77.88    99.0       97.0       2.0    
 77.9     67.0       97.0       -30.0  
 77.92    97.0       95.0       2.0    
 77.9399  100.0      95.0       5.0    
 77.96    89.0       91.0       -2.0   
 77.98    89.0       87.0       2.0    
 78.0     85.0       83.0       2.0    
 78.02    81.0       81.0       .0     
 78.04    81.0       80.0       1.0    
 78.06    66.0       80.0       -14.0  
 78.08    77.0       81.0       -4.0   
 78.1     90.0       81.0       9.0    
 78.12    77.0       82.0       -5.0   
 78.14    96.0       82.0       14.0   
 78.16    97.0       82.0       15.0   
 78.18    86.0       83.0       3.0    
 78.2     91.0       85.0       6.0    
 78.22    98.0       86.0       12.0   
 78.24    121.0      89.0       32.0   
 78.26    94.0       94.0       .0     
 78.28    97.0       100.0      -3.0   
 78.3     97.0       110.0      -13.0  
 78.32    132.0      128.0      4.0    
 78.34    169.0      158.0      11.0   
 78.36    221.0      206.0      15.0   
 78.38    271.0      264.0      7.0    
 78.4     295.0      303.0      -8.0   
 78.42    284.0      292.0      -8.0   
 78.4399  249.0      258.0      -9.0   
 78.46    238.0      241.0      -3.0   
 78.48    261.0      263.0      -2.0   
 78.5     332.0      344.0      -12.0  
 78.52    538.0      512.0      26.0   
 78.54    842.0      778.0      64.0   
 78.56    1189.0     1087.0     102.0  
 78.58    1135.0     1238.0     103.0  
 78.6     1034.0     1085.0     -51.0  
 78.62    722.0      806.0      -84.0  
 78.64    502.0      563.0      -61.0  
 78.66    364.0      391.0      -27.0  
 78.68    274.0      290.0      -16.0  
 78.7     219.0      243.0      -24.0  
 78.72    246.0      240.0      6.0    
 78.74    319.0      280.0      39.0   
 78.76    379.0      371.0      8.0    
 78.78    516.0      507.0      9.0    
 78.8     632.0      630.0      2.0    
 78.82    603.0      625.0      -22.0  
 78.84    454.0      491.0      -37.0  
 78.86    338.0      342.0      -4.0   
 78.88    232.0      234.0      -2.0   
 78.9     156.0      170.0      -14.0  
 78.92    139.0      136.0      3.0    
 78.9399  106.0      117.0      -11.0  
 78.96    110.0      106.0      4.0    
 78.98    97.0       98.0       -1.0   
 79.0     95.0       93.0       2.0    
 79.02    91.0       89.0       2.0    
 79.04    109.0      85.0       24.0   
 79.06    89.0       83.0       6.0    
 79.08    75.0       80.0       -5.0   
 79.1     83.0       78.0       5.0    
 79.12    81.0       77.0       4.0    
 79.14    69.0       76.0       -7.0   
 79.16    74.0       74.0       .0     
 79.18    71.0       73.0       -2.0   
 79.2     58.0       72.0       -14.0  
 79.22    72.0       72.0       .0     
 79.24    68.0       71.0       -3.0   
 79.26    67.0       71.0       -4.0   
 79.28    78.0       70.0       8.0    
 79.3     57.0       70.0       -13.0  
 79.32    69.0       69.0       .0     
 79.34    65.0       66.0       -1.0   
 79.36    69.0       66.0       3.0    
 79.38    58.0       66.0       -8.0   
 79.4     72.0       66.0       6.0    
 79.42    79.0       65.0       14.0   
 79.4399  71.0       65.0       6.0    
 79.46    59.0       65.0       -6.0   
 79.48    66.0       65.0       1.0    
 79.5     61.0       65.0       -4.0   
 79.52    51.0       65.0       -14.0  
 79.54    64.0       65.0       -1.0   
 79.56    54.0       65.0       -11.0  
 79.58    69.0       64.0       5.0    
 79.6     83.0       64.0       19.0   
 79.62    45.0       64.0       -19.0  
 79.64    64.0       64.0       .0     
 79.66    79.0       64.0       15.0   
 79.68    65.0       64.0       1.0    
 79.7     53.0       64.0       -11.0  
 79.72    55.0       64.0       -9.0   
 79.74    60.0       64.0       -4.0   
 79.76    65.0       64.0       1.0    
 79.78    66.0       64.0       2.0    
 79.8     53.0       64.0       -11.0  
 79.82    66.0       64.0       2.0    
 79.84    77.0       64.0       13.0   
 79.86    75.0       64.0       11.0   
 79.88    68.0       64.0       4.0    
 79.9     62.0       64.0       -2.0   
 79.92    68.0       64.0       4.0    
 79.9399  61.0       64.0       -3.0   
 79.96    56.0       64.0       -8.0   
 79.98    57.0       64.0       -7.0   
 80.0     60.0       64.0       -4.0   
 80.02    52.0       64.0       -12.0  
 80.04    72.0       64.0       8.0    
 80.06    54.0       64.0       -10.0  
 80.08    48.0       64.0       -16.0  
 80.1     67.0       64.0       3.0    
 80.12    61.0       64.0       -3.0   
 80.14    46.0       64.0       -18.0  
 80.16    62.0       64.0       -2.0   
 80.18    56.0       64.0       -8.0   
 80.2     64.0       64.0       .0     
 80.22    61.0       64.0       -3.0   
 80.24    59.0       64.0       -5.0   
 80.26    59.0       64.0       -5.0   
 80.28    68.0       65.0       3.0    
 80.3     62.0       65.0       -3.0   
 80.32    51.0       65.0       -14.0  
 80.34    39.0       65.0       -26.0  
 80.36    55.0       65.0       -10.0  
 80.38    69.0       65.0       4.0    
 80.4     52.0       65.0       -13.0  
 80.42    73.0       65.0       8.0    
 80.4399  58.0       65.0       -7.0   
 80.46    64.0       65.0       -1.0   
 80.48    57.0       65.0       -8.0   
 80.5     71.0       66.0       5.0    
 80.52    55.0       66.0       -11.0  
 80.54    64.0       66.0       -2.0   
 80.56    56.0       66.0       -10.0  
 80.58    56.0       66.0       -10.0  
 80.6     73.0       67.0       6.0    
 80.62    69.0       67.0       2.0    
 80.64    60.0       68.0       -8.0   
 80.66    79.0       69.0       10.0   
 80.68    71.0       69.0       2.0    
 80.7     78.0       71.0       7.0    
 80.72    80.0       72.0       8.0    
 80.74    73.0       75.0       -2.0   
 80.76    61.0       79.0       -18.0  
 80.78    76.0       88.0       -12.0  
 80.8     92.0       103.0      -11.0  
 80.82    136.0      126.0      10.0   
 80.84    147.0      153.0      -6.0   
 80.86    164.0      167.0      -3.0   
 80.88    138.0      154.0      -16.0  
 80.9     115.0      127.0      -12.0  
 80.92    90.0       105.0      -15.0  
 80.9399  77.0       90.0       -13.0  
 80.96    79.0       83.0       -4.0   
 80.98    88.0       80.0       8.0    
 81.0     76.0       80.0       -4.0   
 81.02    78.0       83.0       -5.0   
 81.04    83.0       89.0       -6.0   
 81.06    90.0       100.0      -10.0  
 81.08    119.0      113.0      6.0    
 81.1     106.0      120.0      -14.0  
 81.12    92.0       114.0      -22.0  
 81.14    91.0       102.0      -11.0  
 81.16    94.0       91.0       3.0    
 81.18    83.0       84.0       -1.0   
 81.2     91.0       81.0       10.0   
 81.22    64.0       80.0       -16.0  
 81.24    89.0       81.0       8.0    
 81.26    64.0       85.0       -21.0  
 81.28    88.0       92.0       -4.0   
 81.3     120.0      106.0      14.0   
 81.32    143.0      131.0      12.0   
 81.34    167.0      168.0      -1.0   
 81.36    241.0      210.0      31.0   
 81.38    249.0      229.0      20.0   
 81.4     248.0      205.0      43.0   
 81.42    172.0      163.0      9.0    
 81.4399  139.0      128.0      11.0   
 81.46    117.0      106.0      11.0   
 81.48    89.0       94.0       -5.0   
 81.5     88.0       90.0       -2.0   
 81.52    88.0       89.0       -1.0   
 81.54    95.0       94.0       1.0    
 81.56    109.0      104.0      5.0    
 81.58    121.0      120.0      1.0    
 81.6     138.0      141.0      -3.0   
 81.62    142.0      153.0      -11.0  
 81.64    179.0      144.0      35.0   
 81.66    142.0      123.0      19.0   
 81.68    112.0      105.0      7.0    
 81.7     95.0       93.0       2.0    
 81.72    90.0       87.0       3.0    
 81.74    84.0       84.0       .0     
 81.76    91.0       84.0       7.0    
 81.78    91.0       85.0       6.0    
 81.8     96.0       89.0       7.0    
 81.82    83.0       98.0       -15.0  
 81.84    124.0      113.0      11.0   
 81.86    145.0      137.0      8.0    
 81.88    182.0      167.0      15.0   
 81.9     206.0      188.0      18.0   
 81.92    189.0      179.0      10.0   
 81.9399  164.0      152.0      12.0   
 81.96    121.0      127.0      -6.0   
 81.98    113.0      110.0      3.0    
 82.0     118.0      103.0      15.0   
 82.02    106.0      102.0      4.0    
 82.04    136.0      106.0      30.0   
 82.06    131.0      116.0      15.0   
 82.08    133.0      136.0      -3.0   
 82.1     174.0      173.0      1.0    
 82.12    227.0      236.0      -9.0   
 82.14    346.0      324.0      22.0   
 82.16    404.0      416.0      -12.0  
 82.18    454.0      463.0      -9.0   
 82.2     392.0      417.0      -25.0  
 82.22    274.0      317.0      -43.0  
 82.24    230.0      228.0      2.0    
 82.26    148.0      168.0      -20.0  
 82.28    144.0      135.0      9.0    
 82.3     106.0      120.0      -14.0  
 82.32    103.0      116.0      -13.0  
 82.34    120.0      120.0      .0     
 82.36    137.0      136.0      1.0    
 82.38    159.0      167.0      -8.0   
 82.4     186.0      209.0      -23.0  
 82.42    221.0      247.0      -26.0  
 82.4399  194.0      246.0      -52.0  
 82.46    197.0      207.0      -10.0  
 82.48    149.0      161.0      -12.0  
 82.5     118.0      127.0      -9.0   
 82.52    85.0       107.0      -22.0  
 82.54    80.0       96.0       -16.0  
 82.56    65.0       91.0       -26.0  
 82.58    77.0       88.0       -11.0  
 82.6     78.0       87.0       -9.0   
 82.62    92.0       88.0       4.0    
 82.64    84.0       90.0       -6.0   
 82.66    91.0       95.0       -4.0   
 82.68    98.0       106.0      -8.0   
 82.7     139.0      126.0      13.0   
 82.72    166.0      157.0      9.0    
 82.74    168.0      195.0      -27.0  
 82.76    215.0      218.0      -3.0   
 82.78    185.0      205.0      -20.0  
 82.8     147.0      169.0      -22.0  
 82.82    129.0      134.0      -5.0   
 82.84    96.0       111.0      -15.0  
 82.86    109.0      98.0       11.0   
 82.88    76.0       92.0       -16.0  
 82.9     76.0       91.0       -15.0  
 82.92    94.0       93.0       1.0    
 82.9399  92.0       100.0      -8.0   
 82.96    109.0      111.0      -2.0   
 82.98    105.0      130.0      -25.0  
 83.0     150.0      147.0      3.0    
 83.02    141.0      150.0      -9.0   
 83.04    135.0      137.0      -2.0   
 83.06    125.0      119.0      6.0    
 83.08    117.0      107.0      10.0   
 83.1     99.0       101.0      -2.0   
 83.12    102.0      101.0      1.0    
 83.14    132.0      109.0      23.0   
 83.16    124.0      125.0      -1.0   
 83.18    178.0      152.0      26.0   
 83.2     188.0      185.0      3.0    
 83.22    238.0      207.0      31.0   
 83.24    223.0      198.0      25.0   
 83.26    169.0      169.0      .0     
 83.28    154.0      140.0      14.0   
 83.3     118.0      122.0      -4.0   
 83.32    116.0      114.0      2.0    
 83.34    119.0      114.0      5.0    
 83.36    137.0      121.0      16.0   
 83.38    137.0      138.0      -1.0   
 83.4     179.0      169.0      10.0   
 83.42    216.0      219.0      -3.0   
 83.4399  271.0      280.0      -9.0   
 83.46    349.0      323.0      26.0   
 83.48    304.0      312.0      -8.0   
 83.5     258.0      263.0      -5.0   
 83.52    216.0      217.0      -1.0   
 83.54    178.0      193.0      -15.0  
 83.56    221.0      195.0      26.0   
 83.58    242.0      223.0      19.0   
 83.6     290.0      270.0      20.0   
 83.62    307.0      320.0      -13.0  
 83.64    396.0      348.0      48.0   
 83.66    365.0      370.0      -5.0   
 83.68    431.0      434.0      -3.0   
 83.7     557.0      557.0      .0     
 83.72    701.0      713.0      -12.0  
 83.74    833.0      820.0      13.0   
 83.76    746.0      768.0      -22.0  
 83.78    592.0      597.0      -5.0   
 83.8     371.0      429.0      -58.0  
 83.82    253.0      318.0      -65.0  
 83.84    263.0      265.0      -2.0   
 83.86    239.0      251.0      -12.0  
 83.88    205.0      249.0      -44.0  
 83.9     241.0      242.0      -1.0   
 83.92    256.0      240.0      16.0   
 83.9399  270.0      265.0      5.0    
 83.96    319.0      321.0      -2.0   
 83.98    357.0      395.0      -38.0  
 84.0     419.0      434.0      -15.0  
 84.02    387.0      391.0      -4.0   
 84.04    327.0      306.0      21.0   
 84.06    242.0      230.0      12.0   
 84.08    188.0      180.0      8.0    
 84.1     141.0      152.0      -11.0  
 84.12    117.0      139.0      -22.0  
 84.14    134.0      136.0      -2.0   
 84.16    151.0      140.0      11.0   
 84.18    147.0      154.0      -7.0   
 84.2     211.0      183.0      28.0   
 84.22    258.0      235.0      23.0   
 84.24    337.0      310.0      27.0   
 84.26    422.0      389.0      33.0   
 84.28    384.0      419.0      -35.0  
 84.3     344.0      371.0      -27.0  
 84.32    272.0      294.0      -22.0  
 84.34    224.0      234.0      -10.0  
 84.36    213.0      201.0      12.0   
 84.38    176.0      195.0      -19.0  
 84.4     209.0      216.0      -7.0   
 84.42    242.0      272.0      -30.0  
 84.4399  342.0      378.0      -36.0  
 84.46    499.0      540.0      -41.0  
 84.48    685.0      729.0      -44.0  
 84.5     748.0      842.0      -94.0  
 84.52    679.0      790.0      111.0  
 84.54    539.0      631.0      -92.0  
 84.56    402.0      457.0      -55.0  
 84.58    294.0      323.0      -29.0  
 84.6     200.0      240.0      -40.0  
 84.62    196.0      197.0      -1.0   
 84.64    215.0      181.0      34.0   
 84.66    200.0      184.0      16.0   
 84.68    208.0      205.0      3.0    
 84.7     238.0      248.0      -10.0  
 84.72    314.0      316.0      -2.0   
 84.74    320.0      389.0      -69.0  
 84.76    389.0      411.0      -22.0  
 84.78    325.0      355.0      -30.0  
 84.8     228.0      270.0      -42.0  
 84.82    168.0      200.0      -32.0  
 84.84    138.0      154.0      -16.0  
 84.86    122.0      128.0      -6.0   
 84.88    117.0      115.0      2.0    
 84.9     115.0      108.0      7.0    
 84.92    94.0       105.0      -11.0  
 84.9399  87.0       102.0      -15.0  
 84.96    76.0       102.0      -26.0  
 84.98    105.0      103.0      2.0    
 85.0     101.0      106.0      -5.0   
 85.02    101.0      108.0      -7.0   
 85.04    90.0       105.0      -15.0  
 85.06    97.0       98.0       -1.0   
 85.08    83.0       92.0       -9.0   
 85.1     70.0       88.0       -18.0  
 85.12    76.0       86.0       -10.0  
 85.14    90.0       85.0       5.0    
 85.16    78.0       86.0       -8.0   
 85.18    82.0       87.0       -5.0   
 85.2     83.0       90.0       -7.0   
 85.22    87.0       97.0       -10.0  
 85.24    99.0       109.0      -10.0  
 85.26    139.0      127.0      12.0   
 85.28    156.0      149.0      7.0    
 85.3     160.0      166.0      -6.0   
 85.32    184.0      167.0      17.0   
 85.34    143.0      148.0      -5.0   
 85.36    126.0      125.0      1.0    
 85.38    114.0      107.0      7.0    
 85.4     70.0       96.0       -26.0  
 85.42    84.0       90.0       -6.0   
 85.4399  71.0       87.0       -16.0  
 85.46    90.0       87.0       3.0    
 85.48    99.0       89.0       10.0   
 85.5     96.0       93.0       3.0    
 85.52    93.0       100.0      -7.0   
 85.54    112.0      111.0      1.0    
 85.56    119.0      121.0      -2.0   
 85.58    126.0      124.0      2.0    
 85.6     117.0      117.0      .0     
 85.62    94.0       108.0      -14.0  
 85.64    89.0       102.0      -13.0  
 85.66    101.0      100.0      1.0    
 85.68    106.0      101.0      5.0    
 85.7     111.0      108.0      3.0    
 85.72    122.0      122.0      .0     
 85.74    149.0      149.0      .0     
 85.76    187.0      196.0      -9.0   
 85.78    244.0      264.0      -20.0  
 85.8     344.0      340.0      4.0    
 85.82    343.0      378.0      -35.0  
 85.84    309.0      341.0      -32.0  
 85.86    207.0      266.0      -59.0  
 85.88    170.0      198.0      -28.0  
 85.9     145.0      152.0      -7.0   
 85.92    121.0      126.0      -5.0   
 85.9399  106.0      114.0      -8.0   
 85.96    102.0      109.0      -7.0   
 85.98    121.0      111.0      10.0   
 86.0     108.0      120.0      -12.0  
 86.02    123.0      139.0      -16.0  
 86.04    149.0      170.0      -21.0  
 86.06    186.0      207.0      -21.0  
 86.08    193.0      230.0      -37.0  
 86.1     170.0      216.0      -46.0  
 86.12    145.0      179.0      -34.0  
 86.14    124.0      143.0      -19.0  
 86.16    98.0       118.0      -20.0  
 86.18    99.0       103.0      -4.0   
 86.2     85.0       95.0       -10.0  
 86.22    96.0       92.0       4.0    
 86.24    82.0       91.0       -9.0   
 86.26    84.0       94.0       -10.0  
 86.28    79.0       100.0      -21.0  
 86.3     85.0       109.0      -24.0  
 86.32    107.0      117.0      -10.0  
 86.34    101.0      119.0      -18.0  
 86.36    97.0       110.0      -13.0  
 86.38    91.0       100.0      -9.0   
 86.4     77.0       91.0       -14.0  
 86.42    69.0       85.0       -16.0  
 86.4399  67.0       82.0       -15.0  
 86.46    84.0       80.0       4.0    
 86.48    66.0       80.0       -14.0  
 86.5     71.0       80.0       -9.0   
 86.52    73.0       82.0       -9.0   
 86.54    70.0       84.0       -14.0  
 86.56    83.0       89.0       -6.0   
 86.58    78.0       95.0       -17.0  
 86.6     94.0       97.0       -3.0   
 86.62    95.0       95.0       .0     
 86.64    90.0       89.0       1.0    
 86.66    86.0       84.0       2.0    
 86.68    71.0       81.0       -10.0  
 86.7     66.0       79.0       -13.0  
 86.72    57.0       78.0       -21.0  
 86.74    69.0       78.0       -9.0   
 86.76    80.0       78.0       2.0    
 86.78    76.0       78.0       -2.0   
 86.8     85.0       78.0       7.0    
 86.82    85.0       79.0       6.0    
 86.84    71.0       79.0       -8.0   
 86.86    81.0       80.0       1.0    
 86.88    90.0       80.0       10.0   
 86.9     85.0       80.0       5.0    
 86.92    62.0       81.0       -19.0  
 86.9399  74.0       81.0       -7.0   
 86.96    70.0       82.0       -12.0  
 86.98    79.0       83.0       -4.0   
 87.0     80.0       84.0       -4.0   
 87.02    74.0       85.0       -11.0  
 87.04    78.0       86.0       -8.0   
 87.06    84.0       87.0       -3.0   
 87.08    87.0       89.0       -2.0   
 87.1     93.0       91.0       2.0    
 87.12    92.0       93.0       -1.0   
 87.14    106.0      96.0       10.0   
 87.16    104.0      100.0      4.0    
 87.18    113.0      104.0      9.0    
 87.2     107.0      110.0      -3.0   
 87.22    121.0      118.0      3.0    
 87.24    124.0      130.0      -6.0   
 87.26    147.0      148.0      -1.0   
 87.28    151.0      181.0      -30.0  
 87.3     225.0      239.0      -14.0  
 87.32    323.0      339.0      -16.0  
 87.34    469.0      483.0      -14.0  
 87.36    736.0      646.0      90.0   
 87.38    753.0      740.0      13.0   
 87.4     699.0      678.0      21.0   
 87.42    518.0      526.0      -8.0   
 87.4399  366.0      382.0      -16.0  
 87.46    241.0      285.0      -44.0  
 87.48    247.0      233.0      14.0   
 87.5     206.0      218.0      -12.0  
 87.52    241.0      235.0      6.0    
 87.54    293.0      285.0      8.0    
 87.56    349.0      371.0      -22.0  
 87.58    476.0      489.0      -13.0  
 87.6     557.0      598.0      -41.0  
 87.62    585.0      647.0      -62.0  
 87.64    580.0      636.0      -56.0  
 87.66    476.0      566.0      -90.0  
 87.68    422.0      448.0      -26.0  
 87.7     297.0      335.0      -38.0  
 87.72    236.0      255.0      -19.0  
 87.74    256.0      209.0      47.0   
 87.76    216.0      187.0      29.0   
 87.78    192.0      180.0      12.0   
 87.8     188.0      186.0      2.0    
 87.82    216.0      207.0      9.0    
 87.84    225.0      242.0      -17.0  
 87.86    279.0      280.0      -1.0   
 87.88    303.0      295.0      8.0    
 87.9     293.0      274.0      19.0   
 87.92    244.0      243.0      1.0    
 87.9399  231.0      216.0      15.0   
 87.96    207.0      192.0      15.0   
 87.98    172.0      175.0      -3.0   
 88.0     185.0      169.0      16.0   
 88.02    193.0      177.0      16.0   
 88.04    227.0      205.0      22.0   
 88.06    267.0      258.0      9.0    
 88.08    393.0      340.0      53.0   
 88.1     465.0      436.0      29.0   
 88.12    510.0      497.0      13.0   
 88.14    456.0      466.0      -10.0  
 88.16    366.0      378.0      -12.0  
 88.18    266.0      290.0      -24.0  
 88.2     222.0      226.0      -4.0   
 88.22    209.0      187.0      22.0   
 88.24    169.0      163.0      6.0    
 88.26    150.0      149.0      1.0    
 88.28    130.0      143.0      -13.0  
 88.3     152.0      148.0      4.0    
 88.32    164.0      165.0      -1.0   
 88.34    179.0      198.0      -19.0  
 88.36    227.0      248.0      -21.0  
 88.38    321.0      302.0      19.0   
 88.4     328.0      327.0      1.0    
 88.42    294.0      300.0      -6.0   
 88.4399  250.0      245.0      5.0    
 88.46    180.0      193.0      -13.0  
 88.48    143.0      155.0      -12.0  
 88.5     130.0      132.0      -2.0   
 88.52    139.0      120.0      19.0   
 88.54    113.0      114.0      -1.0   
 88.56    103.0      111.0      -8.0   
 88.58    94.0       109.0      -15.0  
 88.6     102.0      110.0      -8.0   
 88.62    106.0      112.0      -6.0   
 88.64    106.0      116.0      -10.0  
 88.66    101.0      122.0      -21.0  
 88.68    109.0      128.0      -19.0  
 88.7     120.0      130.0      -10.0  
 88.72    153.0      130.0      23.0   
 88.74    136.0      131.0      5.0    
 88.76    148.0      134.0      14.0   
 88.78    136.0      140.0      -4.0   
 88.8     143.0      150.0      -7.0   
 88.82    169.0      165.0      4.0    
 88.84    189.0      189.0      .0     
 88.86    228.0      230.0      -2.0   
 88.88    309.0      304.0      5.0    
 88.9     389.0      436.0      -47.0  
 88.92    664.0      647.0      17.0   
 88.9399  1014.0     933.0      81.0   
 88.96    1271.0     1211.0     60.0   
 88.98    1330.0     1297.0     33.0   
 89.0     1056.0     1106.0     -50.0  
 89.02    779.0      809.0      -30.0  
 89.04    496.0      556.0      -60.0  
 89.06    330.0      386.0      -56.0  
 89.08    286.0      289.0      -3.0   
 89.1     229.0      240.0      -11.0  
 89.12    222.0      220.0      2.0    
 89.14    210.0      222.0      -12.0  
 89.16    256.0      248.0      8.0    
 89.18    269.0      306.0      -37.0  
 89.2     379.0      407.0      -28.0  
 89.22    527.0      545.0      -18.0  
 89.24    698.0      673.0      25.0   
 89.26    649.0      698.0      -49.0  
 89.28    602.0      590.0      12.0   
 89.3     464.0      440.0      24.0   
 89.32    298.0      314.0      -16.0  
 89.34    185.0      229.0      -44.0  
 89.36    167.0      178.0      -11.0  
 89.38    146.0      150.0      -4.0   
 89.4     126.0      134.0      -8.0   
 89.42    123.0      123.0      .0     
 89.4399  124.0      116.0      8.0    
 89.46    94.0       110.0      -16.0  
 89.48    112.0      106.0      6.0    
 89.5     96.0       103.0      -7.0   
 89.52    75.0       100.0      -25.0  
 89.54    79.0       98.0       -19.0  
 89.56    70.0       96.0       -26.0  
 89.58    66.0       95.0       -29.0  
 89.6     67.0       93.0       -26.0  
 89.62    79.0       92.0       -13.0  
 89.64    71.0       91.0       -20.0  
 89.66    74.0       91.0       -17.0  
 89.68    86.0       90.0       -4.0   
 89.7     44.0       90.0       -46.0  
