gDBWS - Graphic data export Powder v3.beta  -  21/12/00 10:40:00 AM
2 theta,   I obs,    I calc,  I obs - I calc 
 44.72    217.0      236.0      -19.0  
 44.74    158.0      184.0      -26.0  
 44.76    138.0      153.0      -15.0  
 44.78    124.0      138.0      -14.0  
 44.8     126.0      131.0      -5.0   
 44.82    137.0      128.0      9.0    
 44.84    100.0      127.0      -27.0  
 44.86    109.0      126.0      -17.0  
 44.88    103.0      125.0      -22.0  
 44.9     106.0      125.0      -19.0  
 44.92    138.0      125.0      13.0   
 44.94    121.0      125.0      -4.0   
 44.96    115.0      125.0      -10.0  
 44.98    104.0      126.0      -22.0  
 45.0     100.0      126.0      -26.0  
 45.02    113.0      127.0      -14.0  
 45.04    107.0      129.0      -22.0  
 45.06    125.0      130.0      -5.0   
 45.08    142.0      133.0      9.0    
 45.1     134.0      136.0      -2.0   
 45.12    134.0      140.0      -6.0   
 45.14    120.0      145.0      -25.0  
 45.16    149.0      152.0      -3.0   
 45.18    150.0      162.0      -12.0  
 45.2     170.0      177.0      -7.0   
 45.22    206.0      205.0      1.0    
 45.24    237.0      263.0      -26.0  
 45.26    364.0      386.0      -22.0  
 45.28    698.0      598.0      100.0  
 45.3     903.0      834.0      69.0   
 45.32    968.0      860.0      108.0  
 45.34    741.0      643.0      98.0   
 45.36    449.0      446.0      3.0    
 45.38    357.0      378.0      -21.0  
 45.4     436.0      425.0      11.0   
 45.42    509.0      510.0      -1.0   
 45.44    519.0      492.0      27.0   
 45.46    427.0      365.0      62.0   
 45.48    283.0      251.0      32.0   
 45.5     177.0      186.0      -9.0   
 45.52    133.0      156.0      -23.0  
 45.54    126.0      142.0      -16.0  
 45.56    121.0      135.0      -14.0  
 45.58    126.0      130.0      -4.0   
 45.6     110.0      127.0      -17.0  
 45.62    115.0      124.0      -9.0   
 45.64    123.0      122.0      1.0    
 45.66    115.0      121.0      -6.0   
 45.68    112.0      120.0      -8.0   
 45.7     98.0       119.0      -21.0  
 45.72    109.0      118.0      -9.0   
 45.74    97.0       117.0      -20.0  
 45.76    104.0      117.0      -13.0  
 45.78    111.0      116.0      -5.0   
 45.8     117.0      116.0      1.0    
 45.82    117.0      115.0      2.0    
 45.84    100.0      115.0      -15.0  
 45.86    111.0      114.0      -3.0   
 45.88    108.0      114.0      -6.0   
 45.9     113.0      114.0      -1.0   
 45.92    93.0       114.0      -21.0  
 45.94    98.0       112.0      -14.0  
 45.96    111.0      112.0      -1.0   
 45.98    122.0      111.0      11.0   
 46.0     106.0      112.0      -6.0   
 46.02    103.0      111.0      -8.0   
 46.04    112.0      111.0      1.0    
 46.06    105.0      110.0      -5.0   
 46.08    94.0       110.0      -16.0  
 46.1     108.0      110.0      -2.0   
 46.12    106.0      111.0      -5.0   
 46.14    112.0      111.0      1.0    
 46.16    130.0      111.0      19.0   
 46.18    111.0      111.0      .0     
 46.2     108.0      111.0      -3.0   
 46.22    117.0      111.0      6.0    
 46.24    133.0      126.0      7.0    
 46.26    113.0      127.0      -14.0  
 46.28    107.0      129.0      -22.0  
 46.3     116.0      130.0      -14.0  
 46.32    132.0      132.0      .0     
 46.34    128.0      134.0      -6.0   
 46.36    128.0      144.0      -16.0  
 46.38    129.0      148.0      -19.0  
 46.4     134.0      152.0      -18.0  
 46.42    148.0      157.0      -9.0   
 46.44    123.0      163.0      -40.0  
 46.46    149.0      170.0      -21.0  
 46.48    151.0      180.0      -29.0  
 46.5     171.0      194.0      -23.0  
 46.52    225.0      216.0      9.0    
 46.54    247.0      253.0      -6.0   
 46.56    270.0      305.0      -35.0  
 46.58    326.0      350.0      -24.0  
 46.6     362.0      354.0      8.0    
 46.62    344.0      343.0      1.0    
 46.64    359.0      354.0      5.0    
 46.66    385.0      398.0      -13.0  
 46.68    394.0      475.0      -81.0  
 46.7     484.0      582.0      -98.0  
 46.72    622.0      728.0      106.0  
 46.74    906.0      1013.0     107.0  
 46.76    1524.0     1658.0     134.0  
 46.78    2942.0     2922.0     20.0   
 46.8     4671.0     4711.0     -40.0  
 46.82    5580.0     5838.0     258.0  
 46.84    4666.0     4827.0     161.0  
 46.86    3110.0     3101.0     9.0    
 46.88    1876.0     2097.0     221.0  
 46.9     1829.0     2024.0     195.0  
 46.92    2387.0     2602.0     215.0  
 46.94    2906.0     3114.0     208.0  
 46.96    2797.0     2635.0     162.0  
 46.98    1927.0     1663.0     264.0  
 47.0     1142.0     944.0      198.0  
 47.02    641.0      565.0      76.0   
 47.04    445.0      392.0      53.0   
 47.06    342.0      310.0      32.0   
 47.08    298.0      264.0      34.0   
 47.1     298.0      234.0      64.0   
 47.12    277.0      212.0      65.0   
 47.14    196.0      196.0      .0     
 47.16    189.0      184.0      5.0    
 47.18    159.0      174.0      -15.0  
 47.2     177.0      166.0      11.0   
 47.22    164.0      159.0      5.0    
 47.24    149.0      154.0      -5.0   
 47.26    149.0      149.0      .0     
 47.28    124.0      145.0      -21.0  
 47.3     145.0      142.0      3.0    
 47.32    117.0      139.0      -22.0  
 47.34    125.0      136.0      -11.0  
 47.36    111.0      134.0      -23.0  
 47.38    108.0      132.0      -24.0  
 47.4     131.0      130.0      1.0    
 47.42    130.0      128.0      2.0    
 47.44    113.0      127.0      -14.0  
 47.46    116.0      114.0      2.0    
 47.48    99.0       113.0      -14.0  
 47.5     110.0      112.0      -2.0   
 47.52    112.0      112.0      .0     
 47.54    129.0      111.0      18.0   
 47.56    115.0      111.0      4.0    
 47.58    127.0      105.0      22.0   
 47.6     118.0      105.0      13.0   
 47.62    118.0      105.0      13.0   
 47.64    114.0      112.0      2.0    
 47.66    121.0      113.0      8.0    
 47.68    106.0      113.0      -7.0   
 47.7     120.0      114.0      6.0    
 47.72    130.0      115.0      15.0   
 47.74    114.0      116.0      -2.0   
 47.76    126.0      120.0      6.0    
 47.78    104.0      122.0      -18.0  
 47.8     102.0      124.0      -22.0  
 47.82    133.0      126.0      7.0    
 47.84    142.0      128.0      14.0   
 47.86    133.0      131.0      2.0    
 47.88    130.0      134.0      -4.0   
 47.9     119.0      138.0      -19.0  
 47.92    122.0      142.0      -20.0  
 47.94    177.0      148.0      29.0   
 47.96    190.0      155.0      35.0   
 47.98    192.0      163.0      29.0   
 48.0     178.0      174.0      4.0    
 48.02    184.0      188.0      -4.0   
 48.04    217.0      206.0      11.0   
 48.06    239.0      230.0      9.0    
 48.08    222.0      263.0      -41.0  
 48.1     258.0      312.0      -54.0  
 48.12    383.0      394.0      -11.0  
 48.14    455.0      556.0      101.0  
 48.16    778.0      907.0      129.0  
 48.18    1527.0     1568.0     -41.0  
 48.2     2404.0     2465.0     -61.0  
 48.22    2771.0     2959.0     188.0  
 48.24    2358.0     2393.0     -35.0  
 48.26    1442.0     1537.0     -95.0  
 48.28    904.0      1048.0     144.0  
 48.3     794.0      1007.0     213.0  
 48.32    1206.0     1290.0     -84.0  
 48.34    1451.0     1589.0     138.0  
 48.36    1457.0     1425.0     32.0   
 48.38    1072.0     947.0      125.0  
 48.4     618.0      565.0      53.0   
 48.42    361.0      356.0      5.0    
 48.44    233.0      260.0      -27.0  
 48.46    204.0      215.0      -11.0  
 48.48    234.0      191.0      43.0   
 48.5     198.0      176.0      22.0   
 48.52    183.0      166.0      17.0   
 48.54    176.0      159.0      17.0   
 48.56    145.0      155.0      -10.0  
 48.58    151.0      152.0      -1.0   
 48.6     162.0      151.0      11.0   
 48.62    147.0      151.0      -4.0   
 48.64    145.0      153.0      -8.0   
 48.66    151.0      156.0      -5.0   
 48.68    173.0      162.0      11.0   
 48.7     158.0      172.0      -14.0  
 48.72    176.0      189.0      -13.0  
 48.74    205.0      221.0      -16.0  
 48.76    269.0      290.0      -21.0  
 48.78    394.0      434.0      -40.0  
 48.8     689.0      670.0      19.0   
 48.82    860.0      904.0      -44.0  
 48.84    857.0      885.0      -28.0  
 48.86    669.0      633.0      36.0   
 48.88    404.0      428.0      -24.0  
 48.9     309.0      351.0      -42.0  
 48.92    370.0      408.0      -38.0  
 48.94    457.0      510.0      -53.0  
 48.96    539.0      554.0      -15.0  
 48.98    432.0      449.0      -17.0  
 49.0     319.0      316.0      3.0    
 49.02    241.0      229.0      12.0   
 49.04    202.0      187.0      15.0   
 49.06    176.0      179.0      -3.0   
 49.08    174.0      174.0      .0     
 49.1     189.0      172.0      17.0   
 49.12    158.0      173.0      -15.0  
 49.14    165.0      177.0      -12.0  
 49.16    177.0      182.0      -5.0   
 49.18    209.0      189.0      20.0   
 49.2     213.0      197.0      16.0   
 49.22    249.0      208.0      41.0   
 49.24    286.0      222.0      64.0   
 49.26    315.0      240.0      75.0   
 49.28    341.0      262.0      79.0   
 49.3     324.0      289.0      35.0   
 49.32    396.0      326.0      70.0   
 49.34    372.0      373.0      -1.0   
 49.36    439.0      438.0      1.0    
 49.38    476.0      528.0      -52.0  
 49.4     612.0      664.0      -52.0  
 49.42    746.0      898.0      152.0  
 49.44    1301.0     1380.0     -79.0  
 49.46    2269.0     2404.0     135.0  
 49.48    4258.0     4234.0     24.0   
 49.5     6307.0     6474.0     167.0  
 49.52    6854.0     7207.0     353.0  
 49.54    5518.0     5415.0     103.0  
 49.56    3255.0     3356.0     101.0  
 49.58    1990.0     2299.0     309.0  
 49.6     2071.0     2307.0     236.0  
 49.62    2969.0     3068.0     -99.0  
 49.64    3637.0     3829.0     192.0  
 49.66    3485.0     3414.0     71.0   
 49.68    2452.0     2215.0     237.0  
 49.7     1282.0     1256.0     26.0   
 49.72    728.0      727.0      1.0    
 49.74    484.0      482.0      2.0    
 49.76    366.0      367.0      -1.0   
 49.78    310.0      304.0      6.0    
 49.8     296.0      264.0      32.0   
 49.82    272.0      235.0      37.0   
 49.84    258.0      214.0      44.0   
 49.86    203.0      198.0      5.0    
 49.88    191.0      185.0      6.0    
 49.9     175.0      174.0      1.0    
 49.92    152.0      166.0      -14.0  
 49.94    153.0      159.0      -6.0   
 49.96    148.0      153.0      -5.0   
 49.98    148.0      148.0      .0     
 50.0     134.0      144.0      -10.0  
 50.02    152.0      140.0      12.0   
 50.04    135.0      136.0      -1.0   
 50.06    129.0      133.0      -4.0   
 50.08    132.0      131.0      1.0    
 50.1     119.0      128.0      -9.0   
 50.12    118.0      135.0      -17.0  
 50.14    115.0      134.0      -19.0  
 50.16    117.0      118.0      -1.0   
 50.18    108.0      118.0      -10.0  
 50.2     101.0      118.0      -17.0  
 50.22    128.0      119.0      9.0    
 50.24    119.0      124.0      -5.0   
 50.26    134.0      125.0      9.0    
 50.28    120.0      119.0      1.0    
 50.3     119.0      121.0      -2.0   
 50.32    138.0      124.0      14.0   
 50.34    137.0      127.0      10.0   
 50.36    160.0      130.0      30.0   
 50.38    179.0      135.0      44.0   
 50.4     157.0      140.0      17.0   
 50.42    173.0      146.0      27.0   
 50.44    215.0      153.0      62.0   
 50.46    214.0      163.0      51.0   
 50.48    202.0      175.0      27.0   
 50.5     224.0      189.0      35.0   
 50.52    212.0      209.0      3.0    
 50.54    232.0      235.0      -3.0   
 50.56    267.0      270.0      -3.0   
 50.58    332.0      321.0      11.0   
 50.6     381.0      401.0      -20.0  
 50.62    511.0      552.0      -41.0  
 50.64    845.0      876.0      -31.0  
 50.66    1572.0     1524.0     48.0   
 50.68    2667.0     2524.0     143.0  
 50.7     3483.0     3395.0     88.0   
 50.72    3132.0     3126.0     6.0    
 50.74    2098.0     2097.0     1.0    
 50.76    1216.0     1312.0     -96.0  
 50.78    941.0      1028.0     -87.0  
 50.8     1133.0     1183.0     -50.0  
 50.82    1561.0     1600.0     -39.0  
 50.84    1779.0     1850.0     -71.0  
 50.86    1639.0     1498.0     141.0  
 50.88    1077.0     941.0      136.0  
 50.9     592.0      552.0      40.0   
 50.92    389.0      356.0      33.0   
 50.94    272.0      264.0      8.0    
 50.96    234.0      220.0      14.0   
 50.98    200.0      194.0      6.0    
 51.0     199.0      178.0      21.0   
 51.02    171.0      166.0      5.0    
 51.04    201.0      158.0      43.0   
 51.06    169.0      156.0      13.0   
 51.08    164.0      152.0      12.0   
 51.1     139.0      149.0      -10.0  
 51.12    150.0      147.0      3.0    
 51.14    138.0      146.0      -8.0   
 51.16    135.0      146.0      -11.0  
 51.18    148.0      147.0      1.0    
 51.2     167.0      149.0      18.0   
 51.22    166.0      152.0      14.0   
 51.24    179.0      157.0      22.0   
 51.26    177.0      162.0      15.0   
 51.28    206.0      170.0      36.0   
 51.3     233.0      180.0      53.0   
 51.32    231.0      193.0      38.0   
 51.34    239.0      204.0      35.0   
 51.36    252.0      229.0      23.0   
 51.38    249.0      264.0      -15.0  
 51.4     314.0      317.0      -3.0   
 51.42    387.0      409.0      -22.0  
 51.44    571.0      598.0      -27.0  
 51.46    979.0      999.0      -20.0  
 51.48    1946.0     1705.0     241.0  
 51.5     2887.0     2572.0     315.0  
 51.52    3192.0     2862.0     330.0  
 51.54    2514.0     2173.0     341.0  
 51.56    1534.0     1361.0     173.0  
 51.58    920.0      917.0      3.0    
 51.6     846.0      868.0      -22.0  
 51.62    1209.0     1124.0     85.0   
 51.64    1612.0     1484.0     128.0  
 51.66    1685.0     1496.0     189.0  
 51.68    1359.0     1075.0     284.0  
 51.7     799.0      655.0      144.0  
 51.72    463.0      400.0      63.0   
 51.74    322.0      277.0      45.0   
 51.76    234.0      221.0      13.0   
 51.78    227.0      196.0      31.0   
 51.8     195.0      180.0      15.0   
 51.82    203.0      169.0      34.0   
 51.84    178.0      162.0      16.0   
 51.86    166.0      158.0      8.0    
 51.88    149.0      155.0      -6.0   
 51.9     154.0      154.0      .0     
 51.92    167.0      154.0      13.0   
 51.94    174.0      156.0      18.0   
 51.96    171.0      160.0      11.0   
 51.98    181.0      165.0      16.0   
 52.0     225.0      172.0      53.0   
 52.02    210.0      181.0      29.0   
 52.04    204.0      195.0      9.0    
 52.06    203.0      213.0      -10.0  
 52.08    248.0      240.0      8.0    
 52.1     279.0      283.0      -4.0   
 52.12    333.0      356.0      -23.0  
 52.14    453.0      478.0      -25.0  
 52.16    605.0      666.0      -61.0  
 52.18    902.0      949.0      -47.0  
 52.2     1388.0     1401.0     -13.0  
 52.22    2035.0     2110.0     -75.0  
 52.24    2564.0     2738.0     174.0  
 52.26    2483.0     2512.0     -29.0  
 52.28    1863.0     1730.0     133.0  
 52.3     1178.0     1139.0     39.0   
 52.32    859.0      901.0      -42.0  
 52.34    914.0      956.0      -42.0  
 52.36    1159.0     1230.0     -71.0  
 52.38    1397.0     1475.0     -78.0  
 52.4     1304.0     1292.0     12.0   
 52.42    1052.0     854.0      198.0  
 52.44    614.0      511.0      103.0  
 52.46    333.0      323.0      10.0   
 52.48    243.0      234.0      9.0    
 52.5     228.0      192.0      36.0   
 52.52    184.0      178.0      6.0    
 52.54    179.0      163.0      16.0   
 52.56    160.0      153.0      7.0    
 52.58    162.0      145.0      17.0   
 52.6     168.0      140.0      28.0   
 52.62    168.0      136.0      32.0   
 52.64    144.0      133.0      11.0   
 52.66    118.0      136.0      -18.0  
 52.68    145.0      135.0      10.0   
 52.7     118.0      135.0      -17.0  
 52.72    136.0      136.0      .0     
 52.74    122.0      137.0      -15.0  
 52.76    137.0      139.0      -2.0   
 52.78    154.0      142.0      12.0   
 52.8     153.0      146.0      7.0    
 52.82    194.0      150.0      44.0   
 52.84    176.0      156.0      20.0   
 52.86    197.0      164.0      33.0   
 52.88    219.0      173.0      46.0   
 52.9     237.0      181.0      56.0   
 52.92    221.0      197.0      24.0   
 52.94    233.0      219.0      14.0   
 52.96    268.0      249.0      19.0   
 52.98    285.0      290.0      -5.0   
 53.0     324.0      352.0      -28.0  
 53.02    407.0      456.0      -49.0  
 53.04    615.0      674.0      -59.0  
 53.06    1140.0     1133.0     7.0    
 53.08    2128.0     1952.0     176.0  
 53.1     3195.0     2976.0     219.0  
 53.12    3481.0     3383.0     98.0   
 53.14    2983.0     2620.0     363.0  
 53.16    1786.0     1646.0     140.0  
 53.18    1116.0     1075.0     41.0   
 53.2     922.0      957.0      -35.0  
 53.22    1219.0     1207.0     12.0   
 53.24    1768.0     1658.0     110.0  
 53.26    1937.0     1893.0     44.0   
 53.28    1787.0     1582.0     205.0  
 53.3     1248.0     1160.0     88.0   
 53.32    830.0      884.0      -54.0  
 53.34    535.0      652.0      117.0  
 53.36    406.0      452.0      -46.0  
 53.38    304.0      326.0      -22.0  
 53.4     237.0      270.0      -33.0  
 53.42    210.0      266.0      -56.0  
 53.44    240.0      298.0      -58.0  
 53.46    260.0      329.0      -69.0  
 53.48    241.0      303.0      -62.0  
 53.5     216.0      237.0      -21.0  
 53.52    133.0      183.0      -50.0  
 53.54    150.0      151.0      -1.0   
 53.56    124.0      135.0      -11.0  
 53.58    107.0      126.0      -19.0  
 53.6     128.0      121.0      7.0    
 53.62    92.0       116.0      -24.0  
 53.64    96.0       113.0      -17.0  
 53.66    106.0      111.0      -5.0   
 53.68    96.0       108.0      -12.0  
 53.7     90.0       106.0      -16.0  
 53.72    114.0      105.0      9.0    
 53.74    107.0      103.0      4.0    
 53.76    108.0      95.0       13.0   
 53.78    75.0       94.0       -19.0  
 53.8     97.0       94.0       3.0    
 53.82    102.0      93.0       9.0    
 53.84    99.0       93.0       6.0    
 53.86    97.0       92.0       5.0    
 53.88    94.0       92.0       2.0    
 53.9     94.0       88.0       6.0    
 53.92    96.0       88.0       8.0    
 53.94    89.0       88.0       1.0    
 53.96    92.0       88.0       4.0    
 53.98    91.0       87.0       4.0    
 54.0     90.0       87.0       3.0    
 54.02    95.0       87.0       8.0    
 54.04    89.0       87.0       2.0    
 54.06    88.0       87.0       1.0    
 54.08    90.0       87.0       3.0    
 54.1     89.0       87.0       2.0    
 54.12    79.0       87.0       -8.0   
 54.14    81.0       87.0       -6.0   
 54.16    102.0      87.0       15.0   
 54.18    92.0       88.0       4.0    
 54.2     85.0       88.0       -3.0   
 54.22    105.0      89.0       16.0   
 54.24    96.0       90.0       6.0    
 54.26    86.0       91.0       -5.0   
 54.28    92.0       93.0       -1.0   
 54.3     85.0       96.0       -11.0  
 54.32    84.0       103.0      -19.0  
 54.34    109.0      117.0      -8.0   
 54.36    153.0      142.0      11.0   
 54.38    181.0      172.0      9.0    
 54.4     192.0      182.0      10.0   
 54.42    161.0      158.0      3.0    
 54.44    149.0      129.0      20.0   
 54.46    98.0       112.0      -14.0  
 54.48    115.0      108.0      7.0    
 54.5     128.0      115.0      13.0   
 54.52    141.0      127.0      14.0   
 54.54    131.0      135.0      -4.0   
 54.56    117.0      126.0      -9.0   
 54.58    108.0      110.0      -2.0   
 54.6     103.0      98.0       5.0    
 54.62    92.0       92.0       .0     
 54.64    82.0       89.0       -7.0   
 54.66    94.0       87.0       7.0    
 54.68    92.0       87.0       5.0    
 54.7     73.0       86.0       -13.0  
 54.72    85.0       86.0       -1.0   
 54.74    93.0       85.0       8.0    
 54.76    73.0       85.0       -12.0  
 54.78    78.0       85.0       -7.0   
 54.8     80.0       85.0       -5.0   
 54.82    74.0       84.0       -10.0  
 54.84    89.0       84.0       5.0    
 54.86    102.0      84.0       18.0   
 54.88    80.0       84.0       -4.0   
 54.9     78.0       84.0       -6.0   
 54.92    66.0       84.0       -18.0  
 54.94    80.0       84.0       -4.0   
 54.96    101.0      84.0       17.0   
 54.98    78.0       84.0       -6.0   
 55.0     75.0       84.0       -9.0   
 55.02    75.0       83.0       -8.0   
 55.04    75.0       83.0       -8.0   
 55.06    79.0       83.0       -4.0   
 55.08    85.0       83.0       2.0    
 55.1     81.0       83.0       -2.0   
 55.12    83.0       83.0       .0     
 55.14    81.0       83.0       -2.0   
 55.16    76.0       83.0       -7.0   
 55.18    76.0       83.0       -7.0   
 55.2     67.0       83.0       -16.0  
 55.22    73.0       83.0       -10.0  
 55.24    79.0       82.0       -3.0   
 55.26    83.0       82.0       1.0    
 55.28    87.0       82.0       5.0    
 55.3     75.0       82.0       -7.0   
 55.32    70.0       82.0       -12.0  
 55.34    84.0       82.0       2.0    
 55.36    73.0       82.0       -9.0   
 55.38    73.0       82.0       -9.0   
 55.4     93.0       82.0       11.0   
 55.42    84.0       82.0       2.0    
 55.44    82.0       82.0       .0     
 55.46    84.0       86.0       -2.0   
 55.48    73.0       86.0       -13.0  
 55.5     98.0       87.0       11.0   
 55.52    89.0       87.0       2.0    
 55.54    84.0       87.0       -3.0   
 55.56    92.0       88.0       4.0    
 55.58    101.0      88.0       13.0   
 55.6     90.0       91.0       -1.0   
 55.62    104.0      92.0       12.0   
 55.64    95.0       92.0       3.0    
 55.66    100.0      93.0       7.0    
 55.68    115.0      95.0       20.0   
 55.7     122.0      96.0       26.0   
 55.72    104.0      97.0       7.0    
 55.74    124.0      99.0       25.0   
 55.76    113.0      102.0      11.0   
 55.78    122.0      104.0      18.0   
 55.8     126.0      107.0      19.0   
 55.82    117.0      111.0      6.0    
 55.84    117.0      116.0      1.0    
 55.86    154.0      123.0      31.0   
 55.88    161.0      131.0      30.0   
 55.9     139.0      143.0      -4.0   
 55.92    152.0      159.0      -7.0   
 55.94    170.0      182.0      -12.0  
 55.96    216.0      222.0      -6.0   
 55.98    302.0      298.0      4.0    
 56.0     496.0      460.0      36.0   
 56.02    734.0      775.0      -41.0  
 56.04    1175.0     1261.0     -86.0  
 56.06    1447.0     1694.0     247.0  
 56.08    1337.0     1595.0     258.0  
 56.1     901.0      1111.0     210.0  
 56.12    555.0      701.0      146.0  
 56.14    381.0      500.0      119.0  
 56.16    418.0      489.0      -71.0  
 56.18    529.0      630.0      101.0  
 56.2     695.0      853.0      158.0  
 56.22    779.0      945.0      166.0  
 56.24    690.0      755.0      -65.0  
 56.26    519.0      495.0      24.0   
 56.28    271.0      315.0      -44.0  
 56.3     183.0      218.0      -35.0  
 56.32    159.0      172.0      -13.0  
 56.34    156.0      149.0      7.0    
 56.36    117.0      134.0      -17.0  
 56.38    126.0      125.0      1.0    
 56.4     110.0      117.0      -7.0   
 56.42    100.0      112.0      -12.0  
 56.44    120.0      108.0      12.0   
 56.46    109.0      105.0      4.0    
 56.48    89.0       103.0      -14.0  
 56.5     90.0       101.0      -11.0  
 56.52    119.0      100.0      19.0   
 56.54    94.0       101.0      -7.0   
 56.56    117.0      105.0      12.0   
 56.58    138.0      113.0      25.0   
 56.6     149.0      123.0      26.0   
 56.62    149.0      128.0      21.0   
 56.64    147.0      119.0      28.0   
 56.66    132.0      109.0      23.0   
 56.68    108.0      102.0      6.0    
 56.7     98.0       100.0      -2.0   
 56.72    99.0       98.0       1.0    
 56.74    132.0      103.0      29.0   
 56.76    131.0      109.0      22.0   
 56.78    113.0      110.0      3.0    
 56.8     126.0      109.0      17.0   
 56.82    104.0      111.0      -7.0   
 56.84    131.0      123.0      8.0    
 56.86    130.0      150.0      -20.0  
 56.88    171.0      182.0      -11.0  
 56.9     157.0      198.0      -41.0  
 56.92    160.0      175.0      -15.0  
 56.94    119.0      143.0      -24.0  
 56.96    120.0      122.0      -2.0   
 56.98    103.0      116.0      -13.0  
 57.0     119.0      121.0      -2.0   
 57.02    131.0      136.0      -5.0   
 57.04    174.0      153.0      21.0   
 57.06    167.0      156.0      11.0   
 57.08    161.0      145.0      16.0   
 57.1     150.0      136.0      14.0   
 57.12    146.0      137.0      9.0    
 57.14    150.0      153.0      -3.0   
 57.16    184.0      194.0      -10.0  
 57.18    296.0      284.0      12.0   
 57.2     460.0      443.0      17.0   
 57.22    649.0      635.0      14.0   
 57.24    734.0      701.0      33.0   
 57.26    594.0      555.0      39.0   
 57.28    391.0      374.0      17.0   
 57.3     252.0      260.0      -8.0   
 57.32    208.0      221.0      -13.0  
 57.34    259.0      245.0      14.0   
 57.36    296.0      317.0      -21.0  
 57.38    357.0      396.0      -39.0  
 57.4     412.0      388.0      24.0   
 57.42    310.0      296.0      14.0   
 57.44    245.0      206.0      39.0   
 57.46    147.0      150.0      -3.0   
 57.48    129.0      122.0      7.0    
 57.5     115.0      109.0      6.0    
 57.52    92.0       101.0      -9.0   
 57.54    91.0       97.0       -6.0   
 57.56    82.0       93.0       -11.0  
 57.58    82.0       90.0       -8.0   
 57.6     86.0       88.0       -2.0   
 57.62    83.0       87.0       -4.0   
 57.64    78.0       86.0       -8.0   
 57.66    67.0       85.0       -18.0  
 57.68    83.0       84.0       -1.0   
 57.7     95.0       84.0       11.0   
 57.72    85.0       83.0       2.0    
 57.74    91.0       83.0       8.0    
 57.76    83.0       82.0       1.0    
 57.78    73.0       82.0       -9.0   
 57.8     99.0       82.0       17.0   
 57.82    94.0       82.0       12.0   
 57.84    76.0       81.0       -5.0   
 57.86    72.0       82.0       -10.0  
 57.88    71.0       82.0       -11.0  
 57.9     76.0       81.0       -5.0   
 57.92    79.0       81.0       -2.0   
 57.94    84.0       81.0       3.0    
 57.96    76.0       81.0       -5.0   
 57.98    89.0       82.0       7.0    
 58.0     86.0       82.0       4.0    
 58.02    87.0       83.0       4.0    
 58.04    104.0      84.0       20.0   
 58.06    89.0       86.0       3.0    
 58.08    81.0       90.0       -9.0   
 58.1     113.0      95.0       18.0   
 58.12    84.0       99.0       -15.0  
 58.14    100.0      99.0       1.0    
 58.16    114.0      98.0       16.0   
 58.18    97.0       99.0       -2.0   
 58.2     127.0      105.0      22.0   
 58.22    127.0      116.0      11.0   
 58.24    128.0      141.0      -13.0  
 58.26    181.0      193.0      -12.0  
 58.28    255.0      279.0      -24.0  
 58.3     382.0      382.0      .0     
 58.32    429.0      417.0      12.0   
 58.34    320.0      339.0      -19.0  
 58.36    234.0      241.0      -7.0   
 58.38    164.0      178.0      -14.0  
 58.4     123.0      156.0      -33.0  
 58.42    186.0      168.0      18.0   
 58.44    189.0      210.0      -21.0  
 58.46    257.0      266.0      -9.0   
 58.48    287.0      293.0      -6.0   
 58.5     303.0      273.0      30.0   
 58.52    262.0      236.0      26.0   
 58.54    181.0      187.0      -6.0   
 58.56    147.0      145.0      2.0    
 58.58    115.0      120.0      -5.0   
 58.6     118.0      108.0      10.0   
 58.62    110.0      107.0      3.0    
 58.64    121.0      113.0      8.0    
 58.66    123.0      122.0      1.0    
 58.68    127.0      126.0      1.0    
 58.7     114.0      116.0      -2.0   
 58.72    109.0      103.0      6.0    
 58.74    84.0       94.0       -10.0  
 58.76    104.0      89.0       15.0   
 58.78    105.0      86.0       19.0   
 58.8     90.0       85.0       5.0    
 58.82    91.0       85.0       6.0    
 58.84    73.0       85.0       -12.0  
 58.86    64.0       85.0       -21.0  
 58.88    79.0       86.0       -7.0   
 58.9     77.0       88.0       -11.0  
 58.92    91.0       90.0       1.0    
 58.94    95.0       94.0       1.0    
 58.96    88.0       102.0      -14.0  
 58.98    121.0      119.0      2.0    
 59.0     134.0      155.0      -21.0  
 59.02    172.0      214.0      -42.0  
 59.04    198.0      281.0      -83.0  
 59.06    228.0      295.0      -67.0  
 59.08    199.0      238.0      -39.0  
 59.1     132.0      175.0      -43.0  
 59.12    102.0      136.0      -34.0  
 59.14    110.0      123.0      -13.0  
 59.16    113.0      130.0      -17.0  
 59.18    140.0      154.0      -14.0  
 59.2     142.0      184.0      -42.0  
 59.22    139.0      189.0      -50.0  
 59.24    128.0      159.0      -31.0  
 59.26    121.0      125.0      -4.0   
 59.28    77.0       103.0      -26.0  
 59.3     89.0       91.0       -2.0   
 59.32    92.0       86.0       6.0    
 59.34    84.0       83.0       1.0    
 59.36    85.0       81.0       4.0    
 59.38    81.0       79.0       2.0    
 59.4     65.0       79.0       -14.0  
 59.42    82.0       78.0       4.0    
 59.44    55.0       77.0       -22.0  
 59.46    87.0       77.0       10.0   
 59.48    74.0       76.0       -2.0   
 59.5     79.0       76.0       3.0    
 59.52    79.0       76.0       3.0    
 59.54    69.0       75.0       -6.0   
 59.56    71.0       75.0       -4.0   
 59.58    66.0       75.0       -9.0   
 59.6     83.0       75.0       8.0    
 59.62    74.0       77.0       -3.0   
